Timestamp,Channel 2,Channel 4
61564.84181,2.463154693,4.155636203
61564.8448,4.030496712,3.894506268
61564.84482,5.300145839,3.354799467
61564.85106,6.181538866,2.572341769
61564.86102,6.613397538,1.601731628
61564.86105,6.56814004,0.512525561
61564.86396,6.053708583,-0.615843924
61564.86399,5.112690139,-1.700042993
61564.87452,3.81881754,-2.659244088
61564.89414,2.271139982,-3.42145822
61564.89417,0.586329598,-3.929276316
61564.89418,-1.11026951,-4.144539975
61564.89679,-2.694152299,-4.051539341
61564.90013,-4.050990496,-3.658449327
61564.90016,-5.085085164,-2.996856123
61564.90416,-5.726298917,-2.119382571
61564.90674,-5.934957515,-1.095580304
61564.90919,-5.70437353,-0.006405004
61564.91361,-5.060832364,1.062284407
61564.91366,-4.061078192,2.026672733
61564.92371,-2.787528626,2.81180658
61564.92376,-1.341617248,3.357712189
61564.92601,0.164200175,3.624294689
61564.92603,1.615146791,3.594598791
61564.93543,2.902860474,3.276146389
